Month,Hour,temp_celsius,humidity,wind_speed,generation wind onshore,total load actual
9,11,21.13,73,2,2228.0,24288.0
4,3,14.0,71,2,2355.0,22730.0
10,21,14.98,100,1,4790.0,32013.0
2,3,6.4,72,3,2400.0,22163.0
3,15,26.0,21,5,3832.0,32522.0
10,4,15.35,88,0,5130.0,22088.0
10,2,9.51,87,0,5479.0,21952.0
6,19,25.15,42,1,5252.0,31633.0
8,20,29.0,74,5,6953.0,31869.0
5,15,25.7,36,3,14406.0,30630.0
1,21,6.9,78,1,8056.0,37183.0
9,18,27.77,66,5,10959.0,32464.0
5,10,22.0,49,5,5428.0,27971.0
7,7,23.0,83,1,1659.0,28154.0
11,2,17.0,88,2,3842.0,22631.0
12,21,11.0,71,3,6775.0,36712.0
4,1,8.51,95,1,7642.0,23307.0
2,20,10.3,90,2,8593.0,36679.0
2,3,5.0,93,4,3241.0,22595.0
11,13,15.0,72,0,2126.0,34084.0
3,21,21.0,32,2,5351.0,31481.0
6,13,26.65,51,5,5822.0,30302.0
4,12,18.69,63,3,2139.0,31999.0
5,16,25.0,44,4,2457.0,30476.0
8,6,25.0,88,0,3748.0,22088.0
6,0,19.09,62,1,8034.0,26493.0
11,20,15.0,87,0,2440.0,26209.0
11,3,8.0,87,2,5282.0,23250.0
3,16,10.08,52,2,1290.0,31176.0
12,6,8.0,93,1,5190.0,22201.0
10,15,26.0,50,3,7044.0,30273.0
6,12,26.0,36,3,11485.0,34024.0
8,7,22.01,83,1,7986.0,19481.0
2,20,8.34,79,1,5944.0,36189.0
4,11,17.0,42,0,4600.0,35420.0
7,17,35.15,32,4,6846.0,36956.0
6,23,21.77,69,0,9207.0,27136.0
5,6,15.0,82,1,831.0,23475.0
8,9,24.0,78,0,1875.0,30931.0
5,21,19.62,27,3,6139.0,38954.0
6,3,17.96,95,0,3170.0,23056.0
9,23,28.17,62,2,6037.0,26855.0
2,2,11.0,66,2,2542.0,25712.0
3,23,14.0,87,1,2924.0,28722.0
4,11,20.0,68,2,3624.0,31899.0
4,21,19.0,88,3,4984.0,30450.0
5,2,25.17,23,5,9540.0,23878.0
12,18,14.0,87,3,6739.0,27280.0
1,13,20.0,49,5,12488.0,36951.0
10,1,17.56,82,2,2596.0,24181.0
6,9,21.0,64,2,6178.0,31923.0
6,12,29.0,25,9,13703.0,34826.0
11,17,22.0,60,5,8018.0,31753.0
6,17,25.09,69,3,4159.0,29317.0
8,22,27.0,78,2,3739.0,31925.0
12,21,12.0,87,0,7806.0,33567.0
8,5,22.64,83,1,5132.0,21611.0
2,22,6.81,31,2,5315.0,34228.0
4,6,12.0,58,6,1704.0,26673.0
12,11,10.51,66,2,1841.0,24059.0
3,3,14.0,82,0,9895.0,23164.0
1,11,8.67,79,1,4273.0,34796.0
5,22,17.0,72,5,7986.0,29537.0
11,3,10.0,81,1,7039.0,23141.0
10,2,12.9,96,1,2462.0,22300.0
4,5,12.0,87,1,5301.0,21536.0
4,13,18.0,31,2,13887.0,33324.0
2,21,14.0,54,1,3118.0,34554.0
10,2,17.0,93,1,8027.0,23672.0
12,6,7.0,81,2,8107.0,19802.0
2,21,13.0,93,1,7277.0,31943.0
10,21,18.18,84,0,3233.0,31985.0
8,14,32.75,14,8,10387.0,32965.0
1,12,14.14,63,10,943.0,35364.0
8,1,21.32,81,0,2602.0,25036.0
5,17,19.0,72,4,11065.0,29092.0
5,12,17.0,33,1,5285.0,33828.0
9,8,24.0,73,2,2389.0,24150.0
3,4,10.0,87,1,4215.0,22900.0
4,6,3.84,87,1,8542.0,24492.0
9,2,23.0,83,4,3838.0,23835.0
7,4,23.0,73,2,2432.0,22392.0
5,3,11.53,76,1,9853.0,23113.0
11,12,22.0,43,1,1390.0,32023.0
10,16,25.0,41,3,2974.0,30435.0
6,20,27.0,57,4,3265.0,33679.0
3,14,16.0,17,2,11744.0,35144.0
10,14,25.0,47,1,3505.0,30643.0
10,19,16.22,68,4,7048.0,30411.0
12,14,15.08,59,5,4993.0,27066.0
9,10,21.0,83,3,3005.0,32601.0
10,21,17.0,82,2,5343.0,32068.0
1,5,8.0,76,3,8588.0,24275.0
8,13,33.0,43,2,1290.0,34403.0
11,17,17.0,42,6,3823.0,30445.0
12,4,7.49,90,1,6071.0,18539.0
1,3,5.37,78,3,6445.0,24185.0
1,9,3.0,93,1,3423.0,33411.0
5,20,25.0,31,3,5317.0,30059.0
9,15,21.24,62,4,5398.0,31072.0
8,19,32.55,11,8,9059.0,30897.0
3,0,15.0,67,3,7338.0,25206.0
10,11,17.67,88,1,10738.0,31630.0
1,22,13.5,67,20,16882.0,34593.0
6,13,27.0,61,5,2233.0,35471.0
12,5,10.49,81,2,2672.0,21642.0
7,14,30.91,62,3,4592.0,29024.0
5,0,15.03,79,1,10648.0,23103.0
11,13,21.0,41,0,2832.0,32176.0
5,23,20.0,56,6,1599.0,32397.0
6,12,29.26,20,2,1694.0,35314.0
4,16,18.76,48,7,3689.0,30368.0
2,22,12.7,54,1,11698.0,32704.0
11,2,17.0,42,5,10848.0,21946.0
5,11,20.36,35,10,8603.0,24306.0
12,9,7.0,45,5,12445.0,25405.0
3,10,12.7,82,0,3740.0,34184.0
1,3,7.0,65,2,3287.0,23367.0
6,18,22.01,57,1,5887.0,29696.0
6,0,16.24,71,1,4989.0,25080.0
9,20,24.81,51,4,3761.0,36925.0
10,2,12.36,93,1,9223.0,22277.0
5,19,19.41,47,1,8330.0,28869.0
12,5,4.0,86,2,6206.0,22246.0
7,14,30.0,55,4,5502.0,37471.0
4,11,19.0,72,0,2676.0,28241.0
11,23,16.0,100,2,5133.0,27569.0
2,21,12.0,76,1,9625.0,37328.0
3,16,10.27,78,2,5510.0,27489.0
7,21,27.61,62,3,3300.0,34969.0
10,17,25.0,41,4,13643.0,35390.0
2,7,8.45,70,6,3341.0,32251.0
11,16,22.0,28,1,5161.0,30552.0
5,10,21.52,49,0,8326.0,24145.0
9,19,24.57,50,4,3771.0,25144.0
9,23,16.03,88,4,5131.0,26009.0
10,16,27.02,43,2,3735.0,28797.0
4,9,12.81,73,1,7701.0,32952.0
5,5,12.99,63,1,3676.0,22371.0
4,0,14.0,67,1,5904.0,27790.0
5,14,21.0,28,4,5826.0,31444.0
6,21,27.26,65,3,4188.0,29150.0
8,22,29.0,70,3,5853.0,30987.0
4,1,10.28,82,1,2544.0,23466.0
12,1,9.5,93,1,4724.0,23997.0
2,13,22.2,46,10,15264.0,30598.0
7,10,27.72,47,1,742.0,36783.0
12,23,8.99,87,1,5443.0,31690.0
6,14,26.0,31,4,15127.0,26161.0
9,2,22.0,94,2,2733.0,22800.0
9,18,27.0,34,3,3328.0,31475.0
9,7,20.0,82,4,11103.0,30333.0
6,3,21.0,73,1,5480.0,21248.0
7,21,27.21,51,3,11457.0,32324.0
12,2,11.0,93,9,4255.0,23005.0
7,0,29.0,28,1,7881.0,27890.0
8,21,26.95,74,3,2104.0,30643.0
8,12,28.65,58,2,2780.0,35055.0
7,9,23.77,83,2,3768.0,32548.0
4,3,12.0,81,2,708.0,23249.0
7,20,33.0,27,5,4621.0,32613.0
10,20,21.0,77,2,9661.0,32699.0
7,3,22.35,65,1,6703.0,25093.0
1,18,15.25,39,3,2351.0,34403.0
6,16,31.0,38,4,3555.0,37773.0
12,4,13.5,100,6,7094.0,22861.0
7,5,21.25,69,1,1000.0,22968.0
7,9,26.11,83,1,2838.0,23958.0
1,3,5.0,100,1,2582.0,23415.0
6,1,18.2,82,0,2138.0,22460.0
10,9,12.35,98,1,4107.0,27509.0
12,16,17.0,77,5,5668.0,29814.0
7,19,28.48,66,6,2573.0,33904.0
10,19,24.0,64,3,9050.0,29725.0
2,12,18.0,52,2,6721.0,25503.0
11,12,14.0,82,2,2230.0,34267.0
5,10,16.0,67,1,8233.0,26968.0
8,16,33.0,24,5,2568.0,34083.0
6,11,23.0,56,1,4578.0,27602.0
12,10,7.0,81,1,2012.0,22644.0
4,14,20.0,42,3,2082.0,24988.0
6,21,26.0,69,3,2667.0,28878.0
8,4,26.0,78,3,5461.0,24584.0
2,2,13.0,62,6,13648.0,23670.0
7,2,22.72,83,1,6419.0,21724.0
4,9,10.55,83,1,7168.0,23171.0
3,12,10.26,81,2,2236.0,35175.0
6,6,18.0,82,0,3762.0,21391.0
12,8,7.0,87,2,2296.0,22616.0
9,18,32.61,43,4,2977.0,33286.0
12,0,12.0,93,0,2781.0,27461.0
7,0,23.93,61,3,2031.0,25103.0
5,0,11.95,75,1,9685.0,23785.0
9,17,25.0,61,3,2703.0,32966.0
3,15,24.31,14,4,9278.0,31986.0
6,20,28.38,28,0,11177.0,32573.0
11,15,23.0,56,2,5396.0,25720.0
10,8,13.91,99,1,2203.0,24729.0
12,19,14.48,72,1,3579.0,31776.0
9,22,20.56,64,1,3151.0,27252.0
10,4,11.0,100,1,4731.0,23544.0
6,22,21.46,72,1,8008.0,30659.0
2,1,4.2,92,0,6828.0,26017.0
3,15,18.0,25,6,8152.0,27845.0
9,23,25.0,78,0,6554.0,29451.0
12,4,5.82,87,1,5428.0,19870.0
4,5,14.0,82,1,4041.0,19144.0
10,8,13.0,82,1,6348.0,21302.0
5,20,21.0,60,2,6328.0,25069.0
9,12,28.0,54,2,767.0,30733.0
10,12,14.97,100,1,1538.0,31860.0
2,2,11.0,40,7,9308.0,23566.0
12,13,13.0,16,3,10101.0,24951.0
9,20,24.96,57,2,11454.0,31947.0
1,7,7.0,100,0,5614.0,32285.0
9,13,24.0,31,5,547.0,31577.0
12,23,-1.24,88,0,7372.0,26655.0
6,6,19.22,43,5,7699.0,26061.0
6,13,28.0,45,2,4051.0,34653.0
1,8,9.0,61,3,8703.0,27507.0
5,15,21.0,52,7,2848.0,31119.0
2,23,5.93,87,1,4987.0,28927.0
12,3,9.0,87,0,2962.0,23125.0
5,8,18.0,68,3,5255.0,24131.0
12,20,13.0,93,1,7261.0,31884.0
12,16,18.0,52,3,2527.0,25900.0
9,12,29.0,51,2,8314.0,34899.0
10,2,13.96,100,1,2786.0,22490.0
5,0,17.17,66,2,3359.0,24949.0
5,18,27.0,28,8,7476.0,24806.0
3,19,14.4,59,4,8315.0,32527.0
4,1,8.42,68,1,11089.0,27495.0
7,8,20.01,78,1,4791.0,31092.0
1,18,6.8,56,1,5449.0,31620.0
6,3,17.0,88,1,4350.0,23285.0
11,1,15.0,93,1,4227.0,24435.0
4,7,7.0,87,0,7149.0,27811.0
12,10,14.0,82,9,9164.0,30963.0
10,16,24.56,51,1,392.0,29859.0
12,16,10.0,46,10,8846.0,33268.0
7,22,27.0,69,3,5693.0,29886.0
11,18,18.0,23,3,2888.0,35072.0
7,11,26.42,49,1,2390.0,25830.0
5,8,17.0,77,1,1218.0,29111.0
11,11,16.0,55,5,3564.0,36179.0
12,6,8.0,93,0,2627.0,21166.0
5,14,21.48,37,4,6963.0,24642.0
12,11,8.51,87,1,2422.0,30774.0
9,5,18.0,82,2,2757.0,23936.0
2,1,13.0,93,2,6165.0,24584.0
10,3,16.0,93,1,4082.0,19505.0
12,8,5.49,81,3,5812.0,36741.0
11,15,25.0,29,4,4696.0,31541.0
7,6,20.63,88,0,2565.0,24535.0
8,5,26.0,78,1,3296.0,23352.0
3,19,10.17,93,3,10190.0,34655.0
4,6,13.0,82,1,2153.0,19627.0
9,14,29.0,70,3,11210.0,33899.0
4,22,17.0,77,2,7654.0,28892.0
1,5,12.1,57,7,2358.0,21869.0
4,16,21.32,32,2,12509.0,31013.0
9,7,18.83,83,1,6751.0,27423.0
4,2,14.0,71,1,2635.0,22970.0
3,22,17.22,46,1,8582.0,29094.0
11,4,11.0,57,1,6797.0,22969.0
6,2,17.17,88,1,4752.0,22765.0
1,16,13.02,67,1,3778.0,35190.0
1,20,12.0,71,1,2422.0,23947.0
9,13,24.0,64,5,2434.0,33942.0
3,9,9.0,100,3,12149.0,32515.0
12,8,10.0,81,3,3384.0,30089.0
2,10,12.0,71,2,7943.0,27257.0
6,17,31.0,35,4,2626.0,30607.0
12,0,-0.08,79,1,6465.0,29107.0
12,21,7.85,80,1,5332.0,31268.0
1,18,14.85,37,4,9596.0,36045.0
1,19,7.3,47,3,9726.0,34127.0
8,5,24.0,94,1,3781.0,23457.0
4,15,23.0,33,6,11387.0,24359.0
7,19,27.69,45,3,6417.0,34022.0
8,18,32.03,41,4,3639.0,27101.0
3,7,8.89,71,3,6872.0,23235.0
10,5,14.11,88,1,1885.0,22037.0
10,10,12.49,76,2,6405.0,30879.0
8,6,24.0,83,1,4522.0,26695.0
7,19,29.86,45,6,5926.0,26810.0
8,0,25.56,74,3,5506.0,31221.0
6,2,25.0,73,2,4617.0,25080.0
6,20,24.33,31,3,2714.0,33977.0
6,22,23.51,61,1,4730.0,31625.0
10,2,16.62,97,1,6097.0,23289.0
5,17,22.0,56,4,3384.0,33815.0
1,1,13.0,71,4,6979.0,24350.0
4,3,15.0,77,2,7565.0,22718.0
6,6,16.18,52,0,6514.0,24978.0
7,23,23.0,69,1,12017.0,29358.0
12,20,13.0,87,4,7675.0,35756.0
2,9,13.0,62,2,9238.0,32998.0
12,16,14.0,47,1,5679.0,34728.0
2,7,8.0,49,6,6675.0,23188.0
2,11,9.0,57,2,1005.0,33079.0
12,5,5.0,80,2,2033.0,23099.0
2,11,5.7,87,2,5279.0,34330.0
11,23,14.0,62,4,3389.0,27966.0
5,5,9.0,81,1,5233.0,24433.0
11,6,15.0,93,2,4130.0,26178.0
5,5,13.19,60,2,3800.0,23631.0
5,19,15.71,72,0,4916.0,29064.0
3,8,9.0,71,3,9799.0,32424.0
5,10,22.38,49,1,1452.0,23987.0
1,14,14.82,51,2,9152.0,26416.0
3,10,18.0,55,7,2208.0,28767.0
6,16,30.0,23,2,3972.0,26315.0
6,21,25.54,32,3,1155.0,30923.0
8,19,25.48,65,4,7968.0,27044.0
3,14,24.5,24,2,7349.0,27293.0
5,12,16.06,23,6,13524.0,31580.0
8,1,21.77,92,0,3994.0,23858.0
12,14,18.51,45,3,4120.0,34191.0
1,6,12.6,28,11,7036.0,19404.0
5,20,22.2,32,4,5514.0,29874.0
7,14,29.0,54,5,2371.0,30879.0
4,13,11.0,93,2,7689.0,32318.0
1,12,12.98,73,0,3194.0,34084.0
9,22,22.93,74,3,5195.0,30012.0
3,11,10.63,50,2,5049.0,34362.0
1,7,11.0,57,5,8480.0,25806.0
4,9,13.0,82,0,3788.0,21137.0
8,16,30.0,55,5,4674.0,30216.0
5,12,14.89,88,3,5064.0,34966.0
5,1,16.0,82,1,3021.0,28697.0
6,23,20.0,72,2,8318.0,32492.0
8,10,22.6,61,2,1353.0,29770.0
7,13,32.0,31,5,4096.0,36626.0
8,4,25.0,88,1,6999.0,24833.0
5,20,24.0,47,3,7307.0,30780.0
10,23,17.0,55,3,1302.0,26287.0
6,12,32.0,27,1,6931.0,36091.0
11,2,9.0,100,1,1648.0,22363.0
5,16,27.0,34,4,3380.0,29249.0
10,23,23.0,78,1,4572.0,26574.0
10,0,14.64,82,1,2113.0,24356.0
2,13,15.0,51,5,13208.0,37292.0
3,17,17.42,34,3,5973.0,31760.0
2,7,12.0,76,1,2622.0,30704.0
8,2,18.9,89,0,3941.0,23646.0
2,21,11.57,76,1,4262.0,31778.0
12,11,12.11,65,1,4949.0,24924.0
12,7,2.49,93,2,5697.0,21639.0
12,4,8.94,93,1,6733.0,20239.0
3,14,20.0,40,3,14013.0,33422.0
1,19,13.42,48,8,3772.0,34052.0
2,4,7.8,83,3,11746.0,19850.0
9,2,18.38,77,1,3599.0,22784.0
4,10,15.0,62,1,3656.0,38285.0
4,10,14.0,67,2,4613.0,28478.0
1,13,10.96,78,2,3506.0,37362.0
3,6,6.53,96,1,6111.0,26272.0
8,17,29.22,58,5,2708.0,31601.0
12,8,11.0,93,2,4419.0,22256.0
12,15,16.65,37,5,10006.0,28684.0
7,23,27.0,78,2,5219.0,29950.0
5,2,17.0,82,1,6505.0,21189.0
12,8,14.0,100,6,9168.0,26515.0
6,21,29.0,28,3,4309.0,34322.0
6,3,20.0,72,2,3983.0,23459.0
8,4,26.0,74,3,5299.0,22562.0
5,23,20.0,72,1,7845.0,25139.0
5,18,23.43,60,5,9278.0,29489.0
3,13,20.0,49,3,6306.0,30482.0
7,21,28.0,54,5,4024.0,34134.0
12,19,12.99,76,1,2136.0,29187.0
9,17,28.5,40,4,2387.0,23152.0
9,0,23.0,88,2,2882.0,27381.0
9,9,15.0,62,3,1866.0,26091.0
2,8,12.0,100,0,8381.0,32962.0
3,17,21.5,36,5,9798.0,30348.0
8,2,23.99,78,1,12858.0,23985.0
10,5,14.0,82,2,3478.0,22576.0
5,18,15.61,90,2,10757.0,30255.0
9,18,19.79,60,5,1449.0,29461.0
10,0,10.63,93,1,6402.0,24486.0
10,13,23.0,64,4,2944.0,26015.0
8,12,32.0,49,2,2267.0,27461.0
9,8,20.74,88,1,3506.0,35805.0
3,22,9.97,94,8,10907.0,31247.0
7,5,24.0,78,2,4083.0,23974.0
11,17,14.0,71,7,7828.0,33609.0
8,5,24.81,69,1,5836.0,23674.0
2,6,7.0,93,1,1526.0,21512.0
5,7,14.7,58,3,4711.0,22388.0
7,11,29.0,42,0,2312.0,36614.0
4,7,3.84,85,1,8949.0,27860.0
8,15,32.01,52,3,3065.0,28102.0
6,15,29.0,26,6,10284.0,32744.0
11,21,19.0,82,1,4126.0,37243.0
7,10,27.35,54,1,2489.0,34655.0
8,23,24.77,74,1,8394.0,30405.0
10,21,20.0,68,1,5233.0,31147.0
12,10,12.48,58,3,13168.0,35444.0
3,16,18.0,25,14,15160.0,29452.0
1,4,3.6,95,1,4738.0,22587.0
9,16,32.84,38,4,14395.0,32308.0
2,19,10.4,79,1,6125.0,35770.0
9,1,20.0,77,1,3981.0,24710.0
6,6,19.0,77,1,4691.0,20470.0
9,8,20.6,69,3,5285.0,29963.0
3,3,13.0,54,1,2763.0,20052.0
5,10,21.0,73,2,1077.0,31589.0
9,17,19.84,94,0,3526.0,37184.0
7,3,26.29,78,1,5061.0,23186.0
12,19,10.48,71,1,7354.0,30271.0
5,4,13.48,59,2,3507.0,21917.0
9,18,26.0,50,4,2165.0,30959.0
9,1,18.4,84,1,6356.0,24402.0
11,9,14.0,71,2,11130.0,30897.0
12,4,7.99,76,2,8099.0,23515.0
2,2,13.0,66,4,9984.0,25646.0
11,5,16.0,87,1,9407.0,24932.0
4,0,13.0,76,0,3466.0,23051.0
11,4,9.99,57,2,6316.0,23913.0
3,9,11.0,71,5,3288.0,34788.0
12,1,8.0,61,2,7815.0,26275.0
1,1,9.0,66,2,4815.0,26561.0
1,7,9.7,84,4,12564.0,25325.0
6,2,17.3,60,1,9130.0,22563.0
6,4,21.0,68,2,7902.0,23605.0
10,9,16.0,93,2,9814.0,26291.0
7,8,23.0,88,1,1260.0,32459.0
4,3,4.21,89,1,4369.0,21932.0
3,18,21.3,44,3,4841.0,30973.0
2,5,7.0,93,1,6327.0,20716.0
2,22,10.43,81,2,7248.0,28479.0
2,15,11.5,83,4,5410.0,26123.0
1,16,20.34,37,5,7645.0,25176.0
2,0,9.9,34,5,1946.0,26897.0
2,6,0.16,92,1,5746.0,22626.0
7,20,29.0,66,3,3781.0,33158.0
4,12,14.0,71,1,3582.0,35600.0
6,19,26.57,23,3,5613.0,36767.0
6,6,22.0,78,1,2641.0,26699.0
11,6,5.0,65,2,2116.0,26258.0
2,8,3.93,59,4,10531.0,35071.0
1,15,10.6,55,12,9599.0,36479.0
1,13,23.0,33,6,8888.0,28038.0
3,1,12.15,70,0,5486.0,24370.0
3,16,11.38,42,1,3640.0,24863.0
11,5,11.0,93,0,3796.0,24310.0
8,7,20.14,83,0,8131.0,31808.0
10,8,13.47,93,0,4362.0,
1,11,12.6,54,3,8412.0,27460.0
7,1,26.0,78,1,4093.0,25004.0
9,15,27.91,54,4,5963.0,30887.0
4,23,14.0,76,1,5258.0,27087.0
6,7,23.0,83,2,1764.0,28657.0
4,18,24.0,29,3,3325.0,28408.0
5,21,25.0,53,3,6054.0,28341.0
5,3,15.0,72,1,3428.0,22591.0
3,4,15.24,57,5,10014.0,20421.0
5,13,24.0,38,4,2589.0,32090.0
6,8,17.76,88,1,4476.0,29723.0
2,16,18.0,31,1,2817.0,31205.0
1,8,8.34,93,1,3230.0,26616.0
2,2,3.4,49,9,5435.0,19888.0
7,3,17.1,92,0,5379.0,22982.0
10,1,17.0,93,1,8745.0,24692.0
8,17,28.47,58,3,4752.0,25793.0
6,17,20.36,73,1,5378.0,30050.0
3,0,8.03,88,5,9355.0,27115.0
2,12,8.2,93,3,1881.0,33878.0
5,21,19.36,46,2,5860.0,29809.0
10,23,22.0,78,1,9319.0,24810.0
4,7,9.85,92,0,4730.0,27386.0
8,12,29.0,62,3,8528.0,34245.0
4,2,19.0,45,6,12177.0,23961.0
3,13,16.59,59,3,5436.0,33507.0
10,14,25.0,61,2,780.0,31609.0
7,15,32.23,59,5,3325.0,36642.0
9,19,25.0,53,4,2076.0,31260.0
6,22,26.0,54,1,8479.0,29444.0
11,4,13.0,93,1,2916.0,23264.0
6,21,22.17,64,3,6427.0,29571.0
4,9,11.0,76,0,1385.0,24124.0
8,19,30.0,62,4,6555.0,32940.0
8,6,21.99,88,1,1028.0,23853.0
1,3,14.0,50,9,6111.0,22025.0
2,17,15.0,82,3,7984.0,30713.0
11,14,20.0,60,1,1207.0,24711.0
7,9,24.42,61,2,3142.0,31978.0
1,22,4.7,94,1,6398.0,32697.0
10,1,19.0,93,1,2432.0,22265.0
1,12,14.0,62,6,9445.0,32949.0
5,1,11.48,90,1,6530.0,22176.0
8,0,22.46,74,3,4361.0,28305.0
7,8,22.0,83,2,811.0,30960.0
7,23,26.0,50,1,5543.0,29740.0
5,7,15.0,67,1,5358.0,22916.0
11,14,17.0,93,2,1681.0,32148.0
3,7,9.0,57,5,6981.0,24109.0
2,12,15.0,30,5,12655.0,35288.0
8,14,32.0,38,5,3774.0,25534.0
8,13,30.0,62,5,10085.0,34529.0
11,14,10.0,93,3,6049.0,34982.0
7,9,24.82,57,2,3653.0,29832.0
2,19,13.21,30,5,5822.0,28803.0
6,14,26.0,36,1,1483.0,34964.0
9,16,24.14,53,1,1730.0,29505.0
3,1,10.66,98,6,8038.0,24605.0
3,11,15.71,61,1,1867.0,26998.0
1,5,2.0,93,1,4798.0,23864.0
4,0,7.62,86,2,8458.0,23475.0
3,1,10.02,78,1,6330.0,22610.0
1,19,8.0,20,7,12932.0,39632.0
6,0,24.0,36,4,6126.0,27099.0
2,15,9.3,70,4,2882.0,32802.0
12,7,1.0,55,2,7220.0,20336.0
9,9,20.63,69,4,4872.0,31619.0
5,9,12.65,84,1,2681.0,30577.0
4,5,9.0,87,0,2791.0,21690.0
12,16,18.0,42,1,1340.0,32327.0
1,5,5.0,100,2,9296.0,25507.0
10,17,23.57,64,4,3971.0,24376.0
3,22,14.9,68,1,3286.0,31047.0
1,5,11.86,93,1,5711.0,18054.0
4,5,8.0,70,0,12896.0,23006.0
1,18,15.0,77,2,4888.0,34336.0
4,10,14.0,47,4,2703.0,28900.0
10,1,15.0,93,1,2129.0,24093.0
8,2,21.47,81,1,2308.0,23894.0
5,12,17.88,39,1,14137.0,28021.0
7,8,23.84,78,1,2098.0,26553.0
12,20,9.0,81,0,1446.0,30751.0
10,22,22.0,78,1,9283.0,26472.0
8,11,26.0,57,1,4801.0,31146.0
12,16,13.0,30,4,4112.0,27717.0
7,5,24.0,83,1,6097.0,22603.0
10,5,15.23,72,1,6611.0,20752.0
7,11,27.0,61,1,1519.0,30404.0
3,2,10.86,81,2,5457.0,23004.0
1,10,16.58,60,7,7337.0,33719.0
7,11,28.0,69,3,971.0,30788.0
6,2,25.0,69,2,2798.0,25535.0
2,19,17.0,59,2,3668.0,36501.0
10,7,20.0,82,2,2835.0,26845.0
5,17,22.0,40,6,7423.0,29264.0
10,4,15.19,92,1,4454.0,20953.0
5,23,21.0,52,1,2099.0,25078.0
12,2,11.0,87,5,2143.0,23027.0
1,15,16.02,69,2,1549.0,31908.0
9,22,23.09,74,1,3614.0,34169.0
5,4,20.0,88,0,5930.0,21041.0
7,1,24.91,83,2,6301.0,28473.0
11,18,19.0,22,2,5882.0,30037.0
2,17,15.3,46,8,8584.0,33159.0
2,7,2.4,65,1,2799.0,28366.0
1,10,7.0,70,4,6327.0,38374.0
3,19,15.0,62,4,13270.0,30181.0
2,18,14.78,40,7,13253.0,33441.0
9,6,15.95,68,0,4059.0,24485.0
10,9,15.52,92,1,2677.0,30174.0
9,22,23.0,78,1,2278.0,27755.0
3,8,6.0,56,3,12822.0,35538.0
12,2,6.0,70,1,7621.0,24788.0
7,20,29.0,62,4,3648.0,29441.0
4,18,17.18,59,3,4930.0,29407.0
8,9,19.28,72,1,2565.0,25963.0
4,3,11.0,87,2,2520.0,22024.0
12,10,14.0,41,9,14017.0,33493.0
8,0,20.61,88,1,5344.0,24973.0
10,4,19.0,88,1,3580.0,19588.0
7,7,21.97,64,1,2643.0,29461.0
12,1,8.0,70,3,10301.0,26094.0
9,19,28.49,29,6,12807.0,30476.0
7,16,28.74,62,5,2092.0,24602.0
2,2,5.0,75,3,7391.0,21601.0
10,14,14.0,44,1,10008.0,26579.0
1,2,2.0,93,1,4741.0,24398.0
3,0,21.0,28,2,7396.0,26196.0
10,23,21.0,83,1,1482.0,26844.0
8,21,25.73,69,3,11419.0,35088.0
7,5,24.0,83,0,2500.0,22073.0
4,11,19.0,45,0,2514.0,32117.0
4,9,11.0,76,0,2185.0,26512.0
1,18,8.41,39,0,4287.0,30332.0
5,11,18.02,68,1,2692.0,35202.0
5,7,13.0,76,2,3121.0,25122.0
11,23,4.0,90,2,4767.0,28882.0
1,2,7.2,72,2,9014.0,24265.0
7,11,26.0,57,1,3228.0,31715.0
3,19,14.0,47,13,13676.0,31101.0
12,18,16.0,44,3,2952.0,29592.0
11,9,13.0,62,5,1944.0,30517.0
4,16,24.0,33,5,2513.0,30500.0
11,1,6.0,70,1,1179.0,25601.0
12,14,13.0,50,1,5220.0,35472.0
8,19,29.0,66,0,5744.0,26649.0
3,8,8.0,82,6,2782.0,31046.0
3,19,15.82,20,12,5718.0,21594.0
12,15,18.01,51,0,1362.0,26728.0
5,15,25.8,33,3,4761.0,29536.0
8,14,30.66,48,2,2444.0,35000.0
2,7,6.0,93,2,11802.0,26479.0
8,0,25.0,78,1,6686.0,24679.0
10,5,11.25,90,1,5788.0,22376.0
10,20,17.0,93,3,7115.0,32756.0
1,4,7.0,100,4,6555.0,26095.0
10,19,24.0,69,4,7526.0,25254.0
11,16,14.04,55,4,11536.0,32934.0
12,1,13.0,82,3,11782.0,24979.0
2,12,18.31,53,8,1424.0,34029.0
3,14,18.75,19,3,14893.0,27211.0
4,14,18.0,34,9,10480.0,25477.0
5,11,22.0,46,1,2261.0,28429.0
6,19,27.0,22,6,3743.0,23497.0
8,22,27.0,83,3,5670.0,30810.0
8,22,24.48,69,3,9143.0,31015.0
8,6,21.0,68,2,3752.0,25094.0
8,18,29.84,62,4,7389.0,34570.0
10,19,22.0,56,3,7373.0,26468.0
10,20,19.06,83,0,3796.0,27912.0
7,18,29.9,45,4,2842.0,28364.0
3,4,8.81,45,1,6607.0,21737.0
4,16,23.4,38,8,8990.0,30557.0
7,16,31.0,40,7,3639.0,34057.0
11,19,19.5,85,1,3959.0,30453.0
8,18,31.95,62,6,6158.0,28639.0
7,11,31.57,58,1,3716.0,37353.0
12,13,17.0,72,1,2740.0,28320.0
3,10,14.0,67,1,1174.0,30792.0
2,18,18.0,42,7,12124.0,30424.0
2,20,13.56,76,1,2254.0,29919.0
8,1,22.43,61,1,3208.0,24130.0
2,19,9.8,88,2,6343.0,29001.0
2,10,10.42,52,1,2543.0,29463.0
8,15,28.0,51,5,3916.0,25928.0
