Month,Hour,temp_celsius,humidity,wind_speed,generation wind onshore,total load actual
4,12,17.0,42,7,1183.0,32963.0
5,12,24.0,50,1,2050.0,33492.0
6,22,23.0,78,4,10840.0,32222.0
9,2,22.5,78,0,4062.0,25522.0
5,19,24.0,50,4,4517.0,29797.0
11,18,20.0,68,3,14084.0,34623.0
6,10,23.38,60,1,2299.0,34616.0
9,16,28.15,27,6,11058.0,30377.0
4,2,18.43,52,2,5008.0,21645.0
12,7,7.0,100,1,2022.0,28874.0
2,22,8.75,27,9,14115.0,33581.0
12,22,9.0,100,1,1547.0,33428.0
9,12,26.0,21,2,4622.0,32011.0
1,21,9.0,81,0,2098.0,26841.0
3,16,30.0,28,3,4241.0,25386.0
1,7,3.0,100,1,5159.0,23013.0
11,17,16.0,63,2,5074.0,33774.0
10,2,11.04,87,1,1273.0,22099.0
9,13,26.0,83,1,3613.0,32047.0
8,7,24.0,78,1,5954.0,23798.0
4,12,20.0,68,2,526.0,26359.0
8,7,20.0,77,2,4878.0,25405.0
7,5,19.31,83,1,7717.0,23392.0
9,23,26.0,74,2,9676.0,28558.0
2,14,11.0,32,1,2232.0,29527.0
8,5,22.17,83,2,2446.0,20591.0
6,4,17.22,82,1,7856.0,22690.0
12,22,11.0,100,1,4625.0,32172.0
3,20,12.0,30,2,11992.0,38134.0
2,21,8.14,95,1,6717.0,30768.0
1,5,3.4,56,16,8045.0,24273.0
3,21,14.0,82,4,9618.0,30708.0
6,9,23.0,53,0,5737.0,31465.0
1,23,7.27,93,1,2646.0,30025.0
4,14,16.0,48,4,6819.0,30163.0
10,3,16.86,88,1,5206.0,21901.0
1,15,12.6,31,3,9345.0,34752.0
10,1,19.0,88,4,852.0,24037.0
10,4,13.49,97,1,5272.0,21471.0
8,0,26.0,78,3,3868.0,28607.0
10,14,16.0,61,13,13466.0,33048.0
2,8,14.96,48,9,10964.0,22827.0
5,7,14.15,82,1,4592.0,26850.0
6,11,24.48,35,1,1525.0,30858.0
1,7,12.3,63,3,8693.0,31518.0
6,17,32.0,33,5,3060.0,36587.0
12,3,9.0,87,1,5654.0,23822.0
5,16,25.0,53,8,3969.0,23399.0
12,19,14.0,71,2,5885.0,30169.0
3,6,4.71,83,2,2560.0,23465.0
6,8,21.09,69,1,3114.0,30443.0
8,17,30.0,62,5,5181.0,29873.0
8,8,23.0,94,1,2859.0,30032.0
4,11,17.0,72,1,2841.0,31416.0
7,22,23.95,69,3,3238.0,30629.0
2,13,14.0,30,8,3051.0,37055.0
7,12,29.83,40,1,1761.0,33179.0
10,14,20.42,71,1,2036.0,30226.0
3,11,10.85,44,5,2968.0,31290.0
2,22,7.0,91,1,3558.0,28158.0
3,1,8.81,45,1,7040.0,24384.0
9,8,19.0,88,1,3876.0,21359.0
12,11,12.0,76,1,3939.0,28528.0
4,2,10.0,100,3,10485.0,23446.0
12,7,4.0,86,0,1878.0,28867.0
7,6,20.77,88,0,6500.0,22710.0
4,4,14.44,82,2,5186.0,22901.0
10,8,12.35,98,1,4227.0,25205.0
12,9,12.0,81,0,3573.0,32542.0
1,3,6.3,88,1,1386.0,23626.0
3,4,10.81,62,3,7973.0,20937.0
6,10,20.96,72,3,2542.0,25842.0
11,7,8.0,93,1,4198.0,28954.0
12,17,20.49,49,3,4463.0,32704.0
10,8,11.0,87,1,3157.0,30771.0
5,21,13.22,77,2,10689.0,29543.0
5,5,17.24,52,2,11958.0,26047.0
12,8,14.0,93,0,6729.0,31954.0
2,22,14.27,50,2,10169.0,32844.0
1,14,20.0,42,3,12865.0,35546.0
2,18,13.0,54,1,11927.0,27284.0
11,19,22.0,40,6,11863.0,33023.0
2,13,7.0,93,4,8461.0,29175.0
1,20,2.62,91,0,5549.0,22858.0
4,8,8.0,81,1,4144.0,29799.0
12,16,15.0,38,9,13224.0,30062.0
3,5,10.0,87,1,4336.0,23380.0
10,23,19.0,88,1,5503.0,24623.0
2,22,19.08,56,11,14879.0,29343.0
1,10,11.7,53,2,3865.0,33325.0
6,8,23.0,69,0,1678.0,32126.0
6,3,22.0,78,2,3655.0,23001.0
9,12,28.0,54,0,758.0,35474.0
9,9,14.59,72,1,4081.0,29779.0
9,0,24.75,44,1,11004.0,25339.0
12,17,14.0,30,2,10750.0,29307.0
11,22,11.0,81,3,15009.0,30295.0
2,2,10.1,70,4,11618.0,24897.0
7,7,21.41,83,0,4060.0,29538.0
10,23,18.0,72,1,3419.0,24494.0
4,5,13.58,60,1,2260.0,22593.0
4,20,17.73,63,2,4095.0,33708.0
11,16,14.0,87,5,3936.0,26765.0
7,15,17.44,92,0,6065.0,36234.0
6,12,22.69,45,0,2117.0,31940.0
7,5,25.0,50,1,6169.0,24179.0
8,12,28.0,61,0,3620.0,35746.0
8,9,20.0,94,0,943.0,31397.0
1,0,7.48,57,4,6318.0,25135.0
11,17,13.0,93,1,5924.0,33450.0
12,7,2.94,100,1,3571.0,29035.0
10,7,12.14,86,2,4593.0,28397.0
4,11,20.0,42,4,3789.0,32582.0
5,19,13.95,93,2,4536.0,37153.0
10,6,13.72,84,1,1121.0,24813.0
11,16,17.0,33,4,7877.0,30347.0
1,15,14.0,58,1,2037.0,32097.0
2,9,6.0,100,1,9325.0,36318.0
3,13,14.57,61,2,6034.0,32326.0
10,1,17.83,85,1,12450.0,26000.0
6,6,16.48,86,1,5504.0,25237.0
4,10,10.1,61,4,1527.0,33323.0
12,14,20.0,56,1,10032.0,27530.0
9,2,17.68,88,1,3447.0,22814.0
8,3,26.0,74,0,7907.0,24377.0
9,16,22.3,69,4,5016.0,25779.0
10,1,20.0,82,2,2418.0,22016.0
3,20,13.3,55,3,5858.0,36557.0
6,11,28.0,58,1,1596.0,31345.0
4,7,9.52,71,4,6695.0,27879.0
11,23,14.0,46,8,7470.0,27941.0
2,15,15.0,72,1,13761.0,33929.0
4,11,19.0,82,3,8069.0,31697.0
1,10,9.92,52,4,6460.0,35678.0
6,1,17.96,95,0,3073.0,24745.0
11,17,18.0,16,8,11878.0,31941.0
4,1,11.0,81,1,2512.0,21949.0
8,10,27.0,73,1,601.0,25347.0
8,10,23.81,69,3,3068.0,34137.0
1,10,2.3,73,2,3775.0,38585.0
8,18,29.0,62,3,4723.0,27520.0
6,5,18.57,87,1,2365.0,25768.0
1,6,2.9,95,1,4809.0,22551.0
12,9,2.0,67,2,3190.0,28382.0
3,5,10.0,100,1,3823.0,23887.0
9,6,16.35,86,1,2735.0,25329.0
9,23,24.0,73,3,4722.0,26989.0
1,8,2.3,68,8,4310.0,36474.0
12,5,8.0,93,1,3964.0,25615.0
7,13,29.0,54,3,2141.0,37259.0
5,13,25.0,44,2,2304.0,32074.0
2,17,11.0,76,6,11289.0,33282.0
1,9,3.4,77,1,3873.0,31932.0
6,15,27.0,34,4,4226.0,31480.0
8,1,22.24,74,1,5243.0,24346.0
4,2,11.88,76,2,6501.0,24532.0
5,6,13.95,76,3,5624.0,24665.0
10,10,15.99,88,1,10770.0,31445.0
6,22,22.6,66,0,1620.0,29981.0
1,4,-1.18,80,1,9607.0,21145.0
7,19,29.62,55,5,4151.0,36733.0
12,8,1.0,80,1,5501.0,35688.0
7,19,32.0,35,5,2937.0,29829.0
8,5,18.04,77,3,5095.0,24101.0
10,15,18.5,70,1,2587.0,26473.0
7,18,29.81,55,6,4187.0,29607.0
3,16,16.5,31,5,8236.0,31842.0
12,22,10.0,100,1,4230.0,28842.0
5,22,22.0,73,2,4877.0,30396.0
10,15,20.78,55,1,2731.0,27384.0
3,5,11.0,57,3,7253.0,24242.0
9,23,23.57,39,3,11769.0,26619.0
1,18,11.0,66,1,5928.0,30547.0
3,5,9.0,76,1,1952.0,19881.0
5,22,20.0,72,2,2686.0,29021.0
12,1,8.98,76,5,7021.0,24533.0
1,0,6.09,100,7,7325.0,30667.0
1,5,6.08,60,3,9561.0,23866.0
12,4,6.49,93,1,2569.0,19894.0
5,20,22.0,60,2,2239.0,30094.0
6,7,16.75,77,1,6664.0,22771.0
6,9,24.0,69,2,973.0,24328.0
6,18,24.28,69,4,4683.0,29123.0
4,1,12.0,81,2,5547.0,23269.0
12,21,17.0,63,2,11986.0,32538.0
12,7,8.0,100,0,15084.0,30993.0
8,18,28.45,36,1,4598.0,25189.0
12,14,19.0,59,1,3810.0,34216.0
9,11,20.94,64,1,649.0,28394.0
1,17,11.25,47,4,5579.0,34829.0
7,1,25.42,74,0,4185.0,28891.0
3,18,14.0,54,7,9216.0,29025.0
12,11,14.0,82,2,2408.0,30650.0
4,19,21.93,43,1,4086.0,28223.0
8,15,28.28,54,1,11272.0,31246.0
2,4,13.0,62,4,13750.0,23088.0
6,2,25.0,83,2,4274.0,27491.0
2,14,14.17,81,1,4880.0,33034.0
12,8,2.51,100,2,5320.0,22662.0
5,17,26.1,43,4,2622.0,23474.0
9,1,18.78,88,0,5780.0,22231.0
10,5,13.56,71,4,7398.0,22197.0
9,18,26.0,50,5,9565.0,31646.0
6,19,24.7,54,6,9542.0,30335.0
6,17,27.84,46,3,6003.0,31844.0
12,4,6.48,93,1,7567.0,21084.0
7,15,28.44,45,4,7074.0,30648.0
9,4,15.84,59,2,5233.0,20504.0
1,14,12.96,38,8,9068.0,23378.0
3,6,9.0,87,1,3325.0,25256.0
6,14,26.97,51,3,2371.0,31117.0
2,9,10.0,81,1,12306.0,34846.0
8,4,26.0,74,2,4876.0,24788.0
3,9,13.91,38,2,10251.0,27259.0
9,18,25.5,54,4,2322.0,29570.0
7,7,26.0,31,2,7432.0,27818.0
3,15,10.16,58,6,15324.0,32695.0
6,21,30.0,45,3,4440.0,32790.0
3,2,7.0,40,6,12820.0,25035.0
4,10,18.0,93,2,7658.0,31229.0
8,4,27.0,78,2,4708.0,23947.0
2,2,12.36,73,2,10737.0,19284.0
5,11,16.0,36,2,5626.0,34604.0
1,0,17.0,59,6,5669.0,24890.0
7,15,31.35,40,6,6417.0,26964.0
8,13,25.0,33,2,1612.0,26068.0
3,20,14.9,68,1,3231.0,34572.0
4,2,11.98,64,1,5073.0,22546.0
8,15,29.34,44,1,3826.0,25862.0
11,8,7.0,87,1,7626.0,25932.0
3,13,20.31,28,7,11198.0,27174.0
1,6,1.63,75,2,7950.0,24035.0
7,12,30.0,42,2,8222.0,25666.0
8,13,35.0,32,2,8752.0,27454.0
9,18,24.0,64,5,3879.0,30547.0
11,8,9.0,93,1,2405.0,30837.0
6,0,19.12,77,1,2013.0,26475.0
4,11,20.39,43,6,3762.0,25858.0
3,7,11.34,93,1,2638.0,23733.0
1,4,11.31,93,0,764.0,23313.0
3,13,10.13,95,3,4910.0,35285.0
3,5,9.0,93,1,3476.0,22986.0
10,3,12.9,96,1,2470.0,21712.0
1,0,7.9,90,1,8027.0,28033.0
10,8,13.0,87,4,2300.0,28893.0
11,5,7.0,81,2,3743.0,24036.0
6,10,27.0,32,7,12684.0,33929.0
8,0,25.0,73,1,5503.0,24945.0
6,9,24.55,75,1,2210.0,31133.0
9,14,26.0,50,0,2845.0,28328.0
5,22,21.0,49,7,1546.0,35396.0
9,21,25.0,88,4,13098.0,34081.0
10,19,25.0,61,3,3377.0,28564.0
1,21,8.23,87,0,2783.0,34802.0
9,1,25.0,73,0,2544.0,24083.0
10,17,21.0,77,3,7703.0,29976.0
1,18,15.0,77,3,5369.0,34729.0
11,13,18.0,27,8,2249.0,28149.0
1,12,18.0,42,4,6292.0,34739.0
6,0,26.0,65,4,5709.0,28625.0
1,3,5.0,72,1,933.0,22177.0
7,9,27.32,78,1,5897.0,28020.0
5,6,10.79,95,1,2744.0,19883.0
11,20,14.0,82,0,9306.0,33319.0
4,4,14.02,55,7,10121.0,20511.0
11,22,15.0,93,1,3645.0,31465.0
7,3,26.0,78,1,3322.0,25663.0
5,1,8.84,93,1,8448.0,23843.0
1,20,10.59,62,2,1883.0,38071.0
5,18,23.0,46,5,2628.0,23185.0
5,14,24.0,38,3,2577.0,31028.0
5,23,19.0,77,4,7555.0,27665.0
1,11,12.0,71,1,11180.0,36861.0
10,8,10.42,87,3,7810.0,29734.0
5,19,21.0,49,6,8182.0,28786.0
7,22,28.0,54,7,5588.0,29748.0
5,12,28.94,30,2,11305.0,33623.0
8,9,22.0,68,2,1988.0,31835.0
9,18,30.0,58,4,6806.0,29685.0
7,11,30.34,19,4,3486.0,26665.0
9,0,25.0,83,2,2697.0,27069.0
9,10,22.0,78,1,3315.0,33097.0
7,19,29.89,62,5,4866.0,35653.0
10,22,23.0,83,1,4381.0,26382.0
10,1,16.0,84,1,4593.0,23251.0
6,18,29.17,21,3,5994.0,37583.0
8,1,27.0,83,2,6065.0,25390.0
1,4,15.2,67,11,14263.0,24566.0
10,7,18.0,93,1,2976.0,20454.0
11,12,14.0,71,2,2841.0,32231.0
6,15,31.0,38,3,2454.0,37623.0
6,5,23.0,88,2,2454.0,24587.0
3,23,15.0,54,12,12363.0,28971.0
7,10,27.69,61,1,1661.0,36072.0
1,11,7.0,81,1,4916.0,33995.0
7,10,27.0,61,0,4463.0,36224.0
3,23,6.0,56,2,13412.0,31511.0
3,18,13.34,82,1,2880.0,27212.0
1,13,15.51,82,1,6032.0,27366.0
1,8,7.14,54,2,10797.0,35569.0
10,21,17.76,83,1,3488.0,27792.0
8,23,25.19,60,1,5107.0,29167.0
2,23,3.8,65,1,4329.0,27815.0
1,2,-2.49,82,1,12174.0,23214.0
1,16,16.1,20,12,8897.0,27188.0
7,3,25.0,83,1,3196.0,26253.0
5,5,19.55,47,1,8238.0,18865.0
5,10,21.0,68,0,4732.0,31638.0
6,4,21.17,78,1,3828.0,24445.0
6,16,30.0,27,3,7188.0,31376.0
11,0,7.0,93,1,9138.0,27479.0
9,5,20.0,94,1,4000.0,22872.0
2,9,6.67,86,1,5924.0,27256.0
8,12,33.44,32,1,2556.0,32195.0
1,6,13.0,66,5,10608.0,27034.0
4,17,20.0,32,5,6663.0,27518.0
3,23,14.0,28,7,12190.0,26453.0
8,23,22.31,78,2,4246.0,30113.0
9,23,15.58,80,1,2844.0,26536.0
10,16,23.0,35,9,4037.0,29622.0
5,11,24.0,50,0,2953.0,32648.0
2,14,19.41,28,7,12329.0,32914.0
12,19,13.47,51,1,5193.0,37541.0
9,15,29.6,51,4,14105.0,28181.0
7,3,25.0,83,2,2093.0,26962.0
3,19,16.44,67,3,8697.0,28922.0
11,5,15.0,45,2,9170.0,23900.0
11,5,15.0,62,5,7356.0,23043.0
4,10,18.35,52,0,1611.0,27937.0
8,20,24.37,83,0,5288.0,28232.0
8,1,24.75,88,1,4874.0,23292.0
3,14,17.0,42,7,3328.0,25091.0
4,22,21.0,49,1,4810.0,24373.0
12,9,12.0,93,0,1677.0,24215.0
5,3,12.0,50,2,11158.0,23014.0
4,15,14.63,77,4,2921.0,29655.0
11,4,13.0,96,1,5280.0,24868.0
3,9,8.07,95,2,5184.0,33993.0
5,2,7.78,87,1,9529.0,23197.0
10,1,16.79,88,1,3653.0,26542.0
3,12,16.0,51,10,2123.0,28362.0
7,1,26.0,65,1,2213.0,27370.0
8,5,21.99,83,1,4845.0,23495.0
10,11,14.97,100,1,1764.0,31629.0
4,12,18.0,52,0,1376.0,34144.0
3,11,19.46,40,7,7191.0,32787.0
9,18,27.05,65,4,7010.0,36850.0
2,0,10.0,100,1,6708.0,24908.0
6,23,21.06,60,4,1847.0,27406.0
10,17,20.53,85,2,8447.0,23429.0
12,7,6.0,100,1,4349.0,31949.0
12,1,11.0,34,7,6714.0,24847.0
6,4,19.13,73,2,5849.0,22961.0
1,11,8.09,48,1,4230.0,29409.0
1,10,11.68,54,4,2648.0,34176.0
1,11,14.0,50,3,7990.0,32724.0
11,12,19.0,63,0,1689.0,24406.0
11,4,12.0,87,2,4598.0,23112.0
4,22,15.0,77,0,8126.0,27740.0
2,20,10.0,39,5,3623.0,36024.0
5,2,16.0,77,2,7766.0,21325.0
11,18,19.0,77,2,4653.0,32381.0
8,18,28.0,51,2,9224.0,29912.0
8,15,31.0,45,5,2866.0,35688.0
2,22,9.0,87,3,12857.0,31412.0
10,11,14.0,62,4,4086.0,34398.0
11,21,13.0,82,1,9530.0,33586.0
3,4,11.38,93,1,4522.0,22884.0
9,4,20.43,49,9,10854.0,23015.0
8,7,18.86,88,1,6942.0,24033.0
11,15,24.0,27,3,5845.0,27163.0
7,3,22.56,78,1,4357.0,24985.0
9,22,24.0,73,1,3343.0,26854.0
2,22,7.9,91,3,5482.0,33186.0
6,21,26.37,38,1,5582.0,29709.0
11,23,10.73,95,0,3185.0,27259.0
3,9,10.29,62,1,1630.0,25714.0
6,14,28.0,32,4,2508.0,31691.0
9,10,23.0,69,2,5037.0,33851.0
11,1,9.5,87,1,2772.0,23550.0
9,4,19.88,78,2,5818.0,20110.0
12,18,16.99,55,2,10498.0,32044.0
11,7,15.0,93,0,3682.0,22705.0
3,23,6.83,85,1,7183.0,30495.0
1,6,4.0,93,2,2370.0,27748.0
12,14,20.0,42,1,4281.0,32046.0
4,16,21.0,28,5,6354.0,32515.0
2,4,9.0,34,2,11325.0,24925.0
5,1,11.77,66,1,12966.0,25744.0
5,18,22.0,60,4,3317.0,28610.0
4,8,17.0,88,1,1544.0,24017.0
10,7,14.06,94,1,2127.0,24739.0
6,20,29.0,45,5,3261.0,35513.0
12,19,11.0,71,1,3691.0,36387.0
7,13,31.77,55,4,2851.0,37698.0
9,5,21.0,88,3,6881.0,23178.0
5,15,21.63,37,2,13179.0,26458.0
6,4,21.0,73,1,4963.0,20821.0
9,1,19.04,80,1,2162.0,24570.0
2,18,20.0,37,8,12328.0,30539.0
11,8,12.0,87,1,1272.0,34101.0
3,18,13.24,30,4,3117.0,29768.0
8,8,23.0,78,3,1706.0,27817.0
11,18,21.87,38,5,10586.0,32704.0
1,3,11.0,57,5,10464.0,24624.0
2,6,12.13,62,2,9514.0,27040.0
6,10,21.45,61,3,1129.0,23551.0
12,10,16.0,63,5,1402.0,25409.0
4,20,21.0,46,3,3730.0,25261.0
9,23,23.0,78,2,3402.0,25109.0
12,19,14.0,87,0,5281.0,35328.0
5,22,20.0,88,4,3835.0,28805.0
10,23,22.0,78,0,5640.0,30334.0
12,0,8.49,93,2,14572.0,25503.0
10,12,18.49,57,6,11042.0,31516.0
2,19,14.0,76,2,2737.0,29180.0
12,20,10.45,72,2,5218.0,31722.0
12,6,8.0,87,3,5438.0,22551.0
7,10,27.45,61,3,903.0,36237.0
5,5,18.0,88,2,3102.0,23387.0
4,12,17.68,42,8,2945.0,32750.0
5,9,17.89,86,2,8096.0,30981.0
5,0,18.0,63,1,3162.0,25312.0
11,7,19.0,88,9,2789.0,33620.0
3,18,21.0,33,8,9814.0,31157.0
8,3,22.67,73,1,10366.0,22197.0
9,14,30.0,45,2,8727.0,37405.0
5,22,27.34,32,2,9596.0,32087.0
6,10,23.72,60,2,4169.0,32548.0
10,14,23.23,36,0,999.0,29999.0
9,17,29.0,58,5,8715.0,34372.0
1,15,15.0,41,1,2082.0,35153.0
6,1,26.0,78,0,6028.0,28749.0
11,18,16.0,38,4,6587.0,34791.0
6,6,19.0,52,3,5149.0,25070.0
1,10,10.1,40,4,8168.0,38312.0
1,9,3.0,100,1,1684.0,20238.0
5,4,12.83,62,4,6977.0,21372.0
5,12,24.0,50,1,618.0,32003.0
8,14,26.84,69,7,1945.0,31060.0
10,12,18.0,52,1,1907.0,31684.0
8,13,31.0,43,2,2610.0,36794.0
3,19,18.0,55,1,14265.0,35044.0
7,22,25.23,57,3,4609.0,30535.0
5,18,28.0,39,5,5049.0,33977.0
3,7,9.0,93,0,3725.0,30447.0
9,10,21.0,73,2,3028.0,32297.0
10,15,23.0,64,6,8021.0,30148.0
6,3,25.0,57,0,3146.0,26887.0
3,4,15.0,62,4,14055.0,24148.0
3,11,9.16,59,1,707.0,34580.0
6,6,21.0,83,1,5788.0,26660.0
8,10,27.44,74,1,2266.0,25789.0
11,8,11.0,81,1,5514.0,33263.0
9,0,21.0,73,2,2688.0,23969.0
6,2,22.03,73,1,4331.0,20908.0
2,14,15.0,77,1,7786.0,32466.0
12,21,13.0,66,1,1447.0,35038.0
6,23,25.0,31,6,11561.0,29037.0
9,20,23.0,73,4,2325.0,28782.0
4,6,13.23,57,3,6797.0,21955.0
2,4,4.49,51,2,10799.0,24304.0
4,2,8.52,93,2,2485.0,20774.0
3,22,10.51,30,9,7107.0,24718.0
3,6,9.0,66,3,1405.0,26475.0
8,10,27.46,38,1,1498.0,30948.0
2,21,6.0,93,3,5186.0,38156.0
6,3,21.0,88,1,4434.0,22523.0
1,17,15.0,51,4,1615.0,23540.0
11,19,8.0,61,1,6690.0,38103.0
11,20,13.0,82,2,6957.0,35967.0
12,23,7.0,87,3,1941.0,28283.0
5,15,24.0,47,5,1536.0,29451.0
8,3,21.83,78,0,3701.0,24780.0
2,5,10.0,76,1,3061.0,24156.0
6,15,24.8,69,2,6084.0,26433.0
2,19,9.89,86,1,2355.0,34881.0
1,17,17.93,51,12,14512.0,33987.0
6,23,21.45,69,3,5731.0,26217.0
10,9,16.0,93,1,7143.0,30916.0
4,22,16.0,82,5,9107.0,29835.0
3,14,19.67,42,2,9326.0,30722.0
8,21,27.49,70,1,8302.0,35091.0
1,4,7.23,81,3,6244.0,24103.0
8,18,29.0,62,8,2870.0,29172.0
5,17,21.89,27,7,8564.0,25853.0
12,11,9.0,87,2,3168.0,33200.0
4,18,17.0,39,5,7588.0,28489.0
3,10,12.0,50,8,6870.0,30817.0
12,15,15.0,62,1,2157.0,22063.0
9,4,21.1,78,3,9932.0,23426.0
4,8,11.43,64,1,797.0,
8,8,17.51,88,2,1401.0,20260.0
2,6,12.9,60,6,12768.0,26321.0
10,17,22.59,45,1,5825.0,24287.0
2,6,11.0,43,6,2275.0,25782.0
6,18,25.88,35,3,3959.0,23183.0
4,14,25.52,28,5,10893.0,28235.0
10,23,13.99,100,1,2277.0,26470.0
12,17,15.0,62,3,2650.0,30493.0
7,22,28.0,69,5,4515.0,32606.0
12,20,15.0,51,1,5558.0,27254.0
11,15,13.0,87,1,6351.0,32728.0
8,6,25.0,83,3,4257.0,26707.0
11,9,6.99,70,3,5963.0,35360.0
12,8,4.49,93,2,7280.0,33847.0
5,9,13.97,53,3,9502.0,35881.0
4,8,10.02,65,1,11930.0,36527.0
12,23,11.0,87,1,4791.0,30232.0
7,4,23.0,78,3,3724.0,25381.0
3,23,7.17,90,1,5457.0,30116.0
1,22,10.0,81,2,9913.0,35466.0
6,6,25.0,36,4,9882.0,26855.0
7,4,20.54,78,0,7789.0,21695.0
7,20,32.0,52,5,3968.0,33639.0
5,0,19.43,54,2,13415.0,25111.0
5,9,11.58,84,1,2411.0,24813.0
1,17,11.0,66,3,6033.0,28435.0
1,22,15.0,54,6,7907.0,33225.0
6,14,28.32,33,1,2866.0,31355.0
9,12,26.0,69,4,4110.0,35351.0
10,10,19.04,77,1,3707.0,32903.0
9,19,22.09,44,3,2991.0,28789.0
4,19,19.84,36,2,11367.0,34097.0
9,10,17.37,66,1,5588.0,31899.0
4,9,6.33,77,1,7670.0,22086.0
8,19,27.1,43,1,5212.0,29813.0
10,14,22.0,46,1,801.0,30000.0
4,19,21.0,43,5,1745.0,29522.0
12,3,4.48,75,1,8478.0,24389.0
1,9,6.7,54,1,5823.0,29980.0
12,7,7.0,90,1,5348.0,30694.0
3,8,9.0,66,4,7955.0,26723.0
1,12,13.71,76,1,2622.0,34472.0
8,2,22.18,69,1,3410.0,24388.0
6,1,22.25,69,1,4091.0,26550.0
8,13,24.55,65,6,1937.0,31445.0
1,17,17.0,36,7,12221.0,34907.0
9,5,17.0,63,1,7017.0,23653.0
7,4,22.36,78,1,2187.0,24123.0
2,17,11.0,37,7,3107.0,38058.0
10,16,23.7,65,3,2355.0,30202.0
2,3,1.04,77,1,1667.0,23491.0
6,21,29.0,13,8,9607.0,30374.0
4,16,24.62,34,2,1467.0,28293.0
2,8,3.67,93,1,6856.0,25535.0
8,2,22.45,83,0,3514.0,23826.0
12,9,10.0,93,1,4039.0,35514.0
12,8,6.49,87,1,6568.0,35028.0
12,17,14.5,57,2,2363.0,35318.0
3,14,13.02,71,3,2094.0,33672.0
12,17,21.0,46,8,8962.0,29584.0
11,12,11.0,93,3,5456.0,36536.0
8,0,22.21,78,0,2778.0,24892.0
10,22,16.0,77,1,3518.0,28276.0
8,16,33.65,26,1,3217.0,32618.0
2,13,13.98,36,6,10633.0,33769.0
7,2,26.0,78,3,4357.0,26385.0
10,6,16.76,84,0,11677.0,27488.0
5,23,14.06,83,1,4879.0,26318.0
11,13,21.0,73,6,6613.0,28163.0
8,13,28.0,51,2,3267.0,26238.0
8,7,21.66,83,1,9805.0,26819.0
7,21,29.0,45,4,6352.0,30242.0
12,12,16.0,72,0,4118.0,25316.0
4,3,8.0,87,2,8038.0,22795.0
6,19,29.0,25,4,8888.0,33268.0
1,17,16.09,67,2,2063.0,27264.0
6,9,23.24,78,1,1617.0,32259.0
9,12,21.12,73,1,4073.0,25369.0
9,15,20.45,83,3,5305.0,32788.0
6,1,24.0,64,1,6582.0,26648.0
2,16,12.69,44,2,3842.0,34773.0
1,23,6.8,59,3,8783.0,32725.0
4,11,13.85,60,4,5482.0,32001.0
10,13,17.4,81,0,2534.0,28103.0
1,14,16.0,55,1,1471.0,34052.0
9,15,29.0,74,3,11579.0,33031.0
4,20,20.0,45,5,1655.0,30658.0
8,0,26.0,74,0,3021.0,26189.0
5,23,18.0,68,1,3601.0,26488.0
9,0,18.8,68,1,1347.0,22970.0
5,8,14.8,87,1,1798.0,29056.0
12,5,4.49,93,2,6778.0,24203.0
12,0,10.0,93,0,4677.0,25398.0
6,13,30.0,23,1,3578.0,32735.0
10,8,8.95,93,2,2345.0,30546.0
11,6,15.0,87,3,1881.0,25983.0
1,21,7.0,70,1,2681.0,33944.0
5,3,14.0,71,1,6993.0,23223.0
7,10,27.0,51,1,3980.0,27899.0
3,5,3.5,88,1,3596.0,22681.0
5,14,21.63,37,2,13494.0,27898.0
8,8,25.0,78,3,11061.0,34248.0
10,8,16.0,93,2,7702.0,30446.0
8,7,19.55,89,1,2354.0,27802.0
10,2,19.0,93,1,5565.0,21005.0


